LGA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA35600,140,3,0,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,117,14,3,9,138,3,0,3,142,5,0,147,16,0,0,0,16,11,0,11,26,7,0,34,0,0,0,0,0,0,0,0,0,0,0,3,133,14,3,9,157,15,0,15,173,16,0,189,41,3,0,0,45,3,0,3,45,0,0,48,23,3,0,0,29,0,0,0,31,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,70,5,0,4,75,3,0,3,81,4,0,88,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,75,5,0,4,79,3,0,3,87,3,0,91,11,0,0,0
LGA35670,11,3,0,15,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,3,0,6,6,0,0,0,7,8,0,8,17,5,0,25,12,3,0,0,17,5,3,10,22,14,0,44,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,24,11,3,17,40,23,0,64,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,10,3,0,12,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,6,0,0,0,14,0,0,0,14,3,0,14,3,3,0,0
LGA35740,1402,62,3,1465,16,7,0,0,23,3,0,3,26,3,0,31,25,12,0,0,37,3,0,9,37,0,0,44,45,16,0,0,60,7,0,12,67,3,0,73,1145,244,26,20,1439,27,9,35,1472,62,3,1541,297,53,20,12,381,13,0,13,391,58,0,448,0,0,3,0,3,0,0,0,3,0,3,5,1443,296,47,33,1819,39,9,42,1865,122,3,1994,262,67,7,0,334,3,0,3,336,18,0,353,471,73,3,3,555,12,3,11,565,27,0,594,7,3,7,0,14,0,0,0,14,3,0,19,3,0,0,6,8,0,0,0,8,0,0,10,752,136,12,10,912,15,3,17,927,47,0,976,10,0,0,0,9,0,0,0,8,0,0,8,14,3,0,0,18,0,0,0,21,3,0,26,23,7,0,0,25,3,0,3,33,3,0,36,769,143,18,10,944,19,3,18,957,49,0,1015,134,30,3,5
LGA35760,315,14,0,327,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,7,0,0,3,4,0,0,4,7,0,0,0,7,0,0,3,4,3,0,9,291,20,0,6,314,3,3,8,322,16,0,336,45,8,0,0,59,6,0,6,71,23,7,98,0,0,0,0,0,0,0,0,0,0,3,3,334,26,4,7,376,10,3,18,391,41,9,439,88,15,0,0,103,4,0,6,108,8,0,117,76,14,0,3,91,0,0,0,93,4,0,95,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,7,0,0,7,163,27,0,4,196,4,3,3,200,11,0,216,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,3,0,0,3,4,0,0,0,4,3,0,3,5,0,0,5,171,27,0,4,202,6,3,5,208,11,0,221,28,3,0,0
LGA35780,110,24,4,140,4,4,0,0,4,9,0,9,13,3,0,20,0,0,0,0,0,0,0,0,3,0,0,3,6,4,0,0,7,13,0,12,21,3,0,20,79,12,8,3,103,25,0,23,133,26,4,158,24,16,0,0,35,4,0,4,41,35,0,78,0,0,0,0,0,0,0,0,0,0,3,3,98,26,8,3,143,26,0,32,167,66,6,234,24,4,0,0,34,4,0,4,34,6,0,48,3,5,0,0,6,0,0,0,6,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,3,0,40,4,0,4,45,17,0,57,0,0,0,0,4,3,0,3,9,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,4,3,0,9,7,0,0,8,32,12,3,0,44,11,0,10,53,18,0,74,14,3,0,0
LGA35790,31,21,0,55,0,0,0,0,0,3,0,3,7,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,3,0,7,9,0,0,12,14,17,0,0,27,11,6,15,45,20,0,65,14,10,0,3,28,6,8,12,40,51,0,95,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0,3,53,17,16,30,86,71,0,156,3,0,0,0,7,0,0,0,7,3,0,12,4,9,0,0,13,0,0,0,9,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,19,0,0,0,19,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,19,0,3,3,21,12,0,26,7,7,0,0
LGA35800,36,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,36,0,0,0,34,0,0,36,3,0,0,0,3,0,0,0,3,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,39,0,0,0,39,10,0,46,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,3,0,14,0,0,0,0
LGA36070,6,0,0,12,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,9,4,0,0,13,3,0,3,13,0,0,15,10,0,0,0,9,0,0,0,11,4,0,17,0,0,0,0,0,0,0,0,0,0,0,5,11,4,0,0,22,3,0,3,22,10,0,34,3,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,7,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,3,5,5,0,0,5,3,4,0,0,7,0,3,5,6,6,0,15,3,0,0,0
LGA36150,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,39,0,0,0,39,0,0,39,10,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,47,0,0,0,47,0,0,52,9,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0
LGA36250,5109,160,9,5279,60,7,0,3,66,5,0,5,77,0,0,77,136,12,0,4,158,4,0,3,156,0,0,159,194,21,0,4,223,7,0,9,238,3,0,238,4667,449,70,63,5246,88,10,94,5345,161,9,5512,1184,125,23,26,1352,42,3,49,1402,128,0,1528,5,0,0,0,8,3,0,3,11,0,5,19,5857,574,93,88,6610,130,17,145,6759,287,18,7066,1134,120,11,4,1272,22,8,31,1300,73,5,1379,1543,130,19,14,1706,25,3,28,1731,46,0,1776,35,5,6,0,48,0,0,0,48,4,0,50,15,0,0,19,37,0,0,0,37,0,0,37,2720,259,35,44,3052,43,13,55,3115,126,3,3242,39,3,0,0,41,3,0,3,44,0,0,44,71,10,0,3,86,7,0,7,91,5,0,99,111,11,0,3,128,11,0,11,137,5,0,144,2832,273,39,44,3185,56,13,66,3252,132,3,3387,591,71,15,7
LGA36300,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,21,0,0,0,21,0,0,21,11,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,37,0,0,0,37,0,0,39,8,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0
LGA36370,2288,95,0,2385,41,12,0,0,44,20,0,27,70,8,0,80,83,10,0,3,95,8,3,12,107,3,0,109,122,16,0,3,137,33,3,38,177,15,0,192,2052,209,44,40,2346,95,17,114,2463,113,0,2580,574,84,23,21,707,47,5,58,760,138,0,900,3,3,0,0,9,0,0,0,9,0,6,16,2630,300,71,60,3060,144,28,170,3237,251,11,3490,490,40,7,3,540,22,0,22,556,39,0,600,572,56,5,4,642,17,6,26,666,24,0,697,14,4,6,0,22,0,0,0,26,0,0,26,0,0,0,10,11,0,0,0,11,3,0,15,1084,100,20,18,1221,44,5,49,1266,68,6,1342,18,3,0,0,18,10,0,10,26,5,0,35,25,3,3,0,31,4,0,5,34,0,0,36,43,3,3,0,53,14,0,9,64,6,0,72,1124,104,27,18,1276,51,9,59,1333,76,6,1410,268,38,9,7
LGA36510,1229,52,0,1288,9,3,0,0,15,3,0,3,18,0,0,20,31,4,0,0,37,3,0,3,39,3,0,38,39,5,0,3,52,8,0,8,54,3,0,60,1055,160,23,15,1259,29,4,33,1289,61,0,1352,353,63,5,15,428,18,0,18,446,85,3,530,12,3,0,0,16,0,0,0,16,0,12,26,1421,224,30,28,1704,44,4,46,1753,142,14,1904,278,24,5,0,314,8,0,8,321,26,3,343,396,64,3,3,462,11,3,17,483,16,0,499,10,4,3,0,14,0,0,0,14,0,0,16,3,0,0,9,10,0,0,0,15,0,0,10,686,89,13,11,800,25,3,25,830,46,3,879,4,0,0,0,5,3,0,3,11,0,0,14,14,0,0,0,17,0,0,0,17,3,0,14,19,0,0,4,24,3,0,3,24,4,0,31,707,93,16,14,826,29,3,28,852,51,3,909,173,29,3,11
LGA36580,587,47,0,638,19,3,0,0,20,5,0,5,26,7,0,30,19,0,3,0,18,0,0,0,20,0,0,20,34,3,3,0,42,4,0,4,50,4,0,54,511,74,13,10,616,17,5,19,636,51,0,690,251,37,11,10,314,32,3,31,347,91,0,437,0,0,0,3,3,0,0,0,3,0,4,13,763,114,29,27,929,44,8,57,981,149,8,1136,152,7,0,0,162,0,3,3,169,12,0,182,186,35,0,7,228,3,0,3,235,19,0,254,6,0,0,0,6,0,0,0,6,0,0,5,4,0,0,5,8,0,0,0,8,5,0,11,349,44,0,8,407,3,3,6,413,40,0,452,10,0,0,0,10,4,0,4,14,3,0,19,7,0,3,0,13,0,0,0,13,0,0,9,15,0,3,0,20,4,0,4,24,4,0,25,368,44,7,8,423,12,3,10,439,44,0,475,114,18,5,0
LGA36630,817,48,0,867,9,0,0,0,11,12,3,11,25,3,0,22,17,4,0,0,14,0,0,0,14,10,0,22,21,8,0,0,27,12,3,11,37,8,0,51,699,96,13,15,828,20,5,28,851,62,0,918,254,55,3,10,323,21,5,23,347,130,0,479,3,0,0,0,3,0,0,0,3,0,0,3,955,147,18,26,1150,46,10,51,1202,189,5,1392,170,17,0,4,195,5,0,5,195,15,0,210,252,34,4,4,299,5,0,5,301,23,3,324,11,3,0,0,11,0,0,0,9,4,0,14,0,0,0,4,4,0,0,0,4,0,0,4,429,58,3,13,499,10,0,10,510,43,3,558,6,0,0,0,6,4,0,4,10,3,0,16,14,0,0,0,16,0,0,0,16,3,0,16,17,0,0,0,19,4,0,4,23,3,0,31,448,59,3,13,519,13,0,13,534,47,3,588,126,38,0,8
LGA36660,908,49,0,961,12,0,0,0,12,0,0,0,11,0,0,11,21,8,0,0,22,3,0,3,30,3,0,29,26,8,0,0,33,3,0,3,35,5,0,41,778,109,22,14,928,17,0,23,949,59,0,1000,290,69,13,8,385,14,3,15,402,112,0,511,0,3,0,0,3,0,0,0,3,3,8,15,1076,177,40,27,1308,28,7,33,1346,175,10,1531,184,29,0,0,215,5,0,9,218,26,0,245,290,47,8,0,347,3,0,3,351,17,0,373,14,0,9,0,18,0,0,0,18,0,0,21,3,0,0,6,10,0,0,0,10,0,0,10,494,74,11,9,592,10,0,9,602,42,0,643,8,0,0,0,8,0,0,0,8,5,0,11,7,0,0,0,9,0,0,0,9,0,0,9,12,0,0,0,10,0,0,0,16,5,0,17,507,76,11,9,605,10,0,10,616,50,0,662,133,24,5,9
LGA36720,9091,403,13,9505,91,29,0,0,124,18,3,18,139,16,0,159,271,34,3,8,314,13,7,19,334,19,3,353,359,60,7,9,435,33,3,40,476,35,3,511,7934,1158,133,107,9333,181,40,229,9562,438,18,10015,2166,349,72,68,2657,109,14,128,2787,324,7,3121,9,0,0,6,11,0,0,0,11,3,30,45,10106,1509,208,183,12009,296,59,355,12361,767,54,13183,1812,251,21,17,2107,41,11,57,2160,108,3,2269,2775,458,46,20,3297,63,7,71,3370,133,4,3504,59,9,23,0,94,0,0,0,96,5,0,110,19,5,0,24,51,4,0,4,50,3,0,55,4671,724,93,59,5550,110,20,128,5676,254,5,5937,66,22,3,0,87,14,0,13,95,12,0,109,137,23,0,0,161,12,4,14,180,5,3,188,200,38,4,0,243,22,5,30,272,17,3,298,4871,768,97,66,5796,134,23,155,5952,273,9,6234,999,149,46,32
LGA36820,641,43,0,688,5,0,0,3,5,3,0,7,11,0,0,17,10,3,0,0,9,0,0,0,9,0,0,9,12,3,0,3,18,3,0,7,24,0,0,28,552,77,15,8,652,19,3,17,668,50,0,720,145,33,12,5,201,19,0,19,223,27,9,256,0,0,0,0,0,0,0,0,0,0,3,3,700,109,32,13,855,34,3,42,891,77,8,977,130,28,3,0,161,0,0,3,165,17,0,175,174,37,3,4,218,5,0,5,230,11,0,238,4,0,0,0,10,0,0,0,10,3,0,12,3,0,0,5,9,0,0,0,9,3,0,5,315,60,10,5,390,6,0,10,405,31,0,428,3,0,0,0,3,3,0,3,6,0,0,9,5,3,0,0,12,0,0,0,12,0,0,12,11,3,0,0,13,3,0,3,15,0,0,18,323,67,10,9,409,14,0,9,420,33,0,445,57,20,0,0
LGA36910,5091,197,4,5293,57,12,0,4,67,16,0,16,85,22,0,105,124,8,9,0,147,10,11,17,162,11,0,174,181,20,9,5,214,19,11,31,244,28,0,276,4578,465,94,82,5219,92,26,118,5337,224,4,5563,1565,212,39,34,1843,80,36,110,1959,354,9,2321,11,0,0,8,17,0,0,0,17,0,12,29,6156,677,131,121,7081,170,61,233,7314,578,24,7913,1103,113,9,6,1233,18,10,23,1258,75,0,1329,1516,167,29,10,1725,23,5,26,1753,70,4,1828,46,3,8,0,63,0,0,0,63,7,0,63,14,0,0,15,34,0,0,0,33,3,0,36,2677,283,52,31,3051,38,11,54,3102,152,3,3258,45,8,0,0,52,13,0,13,62,12,0,72,66,3,0,0,75,5,5,13,88,3,0,94,111,9,0,3,127,16,5,23,148,19,0,163,2789,300,51,38,3175,59,21,75,3251,162,3,3420,680,91,16,11
LGA36950,140,3,0,145,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,8,92,31,6,11,137,3,0,3,141,3,0,150,32,4,3,3,36,0,0,0,39,16,0,60,0,0,0,0,0,0,0,0,0,0,3,3,124,37,5,15,178,7,0,7,187,19,3,208,37,3,0,0,41,0,3,3,47,3,0,50,7,3,0,0,11,0,0,0,11,5,0,13,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,5,4,0,0,0,4,0,0,4,44,7,3,3,59,0,3,3,66,7,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,3,3,59,3,3,4,67,7,0,74,8,0,0,0
LGA36960,88,25,0,117,0,6,0,0,7,0,0,0,4,0,0,7,0,0,0,0,0,3,3,3,5,3,0,6,0,3,0,0,8,3,3,3,14,3,0,16,59,29,0,0,93,6,5,9,105,35,0,135,72,45,0,0,119,13,0,13,131,108,0,238,0,0,0,0,0,0,0,0,0,5,0,4,128,71,0,3,209,23,5,28,229,139,3,377,18,3,0,0,16,4,0,4,19,3,0,30,12,7,0,3,25,3,0,3,25,8,0,33,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,27,13,0,3,42,6,0,8,52,16,0,65,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,3,0,3,3,3,0,6,0,0,0,0,6,3,0,3,4,3,0,10,28,13,0,3,48,8,0,7,59,18,0,77,32,15,0,0
LGA37010,5413,287,9,5704,110,8,0,0,121,40,7,48,167,15,0,181,154,15,0,3,177,30,12,37,214,16,0,228,266,19,7,6,293,69,14,81,381,30,0,410,4856,514,109,73,5553,204,38,242,5794,314,9,6114,1247,185,37,37,1502,106,19,131,1637,332,3,1968,8,0,0,0,11,0,0,0,11,3,16,24,6112,698,147,111,7063,312,58,374,7437,651,26,8110,1324,154,21,10,1512,40,6,47,1560,89,0,1652,1295,151,31,11,1484,35,4,38,1525,73,0,1595,48,12,6,0,74,0,3,4,73,0,3,80,7,5,0,25,35,0,0,0,40,7,3,45,2683,321,56,44,3108,80,15,95,3201,166,10,3374,36,12,3,4,54,25,0,25,71,7,0,80,68,17,0,3,84,16,3,18,103,12,0,112,99,21,3,7,137,39,3,36,172,17,0,190,2781,347,66,46,3242,118,13,130,3371,190,10,3565,564,91,23,18
LGA37300,211,4,0,216,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,3,3,6,0,0,6,7,0,0,0,6,0,3,3,6,0,0,6,198,8,3,4,217,0,3,3,219,4,0,219,46,0,5,0,55,0,0,0,55,5,3,57,0,0,0,0,0,0,0,0,0,0,0,0,249,11,7,4,271,0,3,3,272,7,3,279,64,0,0,0,69,0,0,0,69,3,0,71,29,0,0,0,35,0,0,0,35,0,0,35,3,0,4,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,97,4,7,3,112,0,0,0,112,3,0,118,0,0,0,0,0,3,0,3,3,0,0,3,0,5,0,0,8,0,0,0,8,0,0,8,0,5,0,0,8,3,0,3,6,0,0,6,101,10,7,6,114,3,0,3,122,3,0,126,20,0,0,0
LGA37310,1123,38,0,1161,15,0,3,0,20,11,0,11,24,7,0,30,13,3,0,0,21,3,0,3,22,3,0,24,30,3,3,0,38,10,0,10,49,4,0,52,1007,93,26,19,1143,22,0,27,1170,46,0,1214,378,29,14,11,428,22,0,23,456,77,3,535,0,4,0,0,5,0,0,0,5,0,3,5,1387,127,39,27,1582,49,4,49,1634,122,9,1758,246,18,6,0,269,5,0,5,275,7,0,276,304,24,8,3,338,3,0,3,339,24,0,362,7,4,5,0,20,0,0,0,19,0,0,19,7,0,0,4,9,0,0,0,9,0,0,14,560,52,19,4,632,8,0,8,648,27,0,675,16,0,0,0,16,6,0,6,23,0,0,23,7,0,0,0,12,0,0,0,12,0,0,12,25,0,0,0,27,4,0,4,34,0,0,34,584,53,19,8,666,19,0,19,684,27,0,712,135,11,8,0
LGA37340,948,33,5,985,11,0,0,0,18,7,0,7,24,0,0,24,19,0,3,0,28,3,3,4,26,0,0,32,36,3,3,0,39,8,3,14,48,0,0,52,829,95,27,21,973,25,3,30,1000,33,5,1036,184,39,4,8,230,11,3,16,251,33,0,285,8,0,0,0,9,0,0,0,9,0,0,5,1019,129,29,31,1213,41,10,48,1259,64,10,1330,226,29,0,6,266,10,0,10,276,3,0,275,232,25,4,3,265,5,0,5,274,5,0,280,3,0,8,0,7,0,0,0,7,0,0,7,3,0,0,0,6,0,0,0,6,0,0,6,463,56,13,4,546,17,0,17,565,11,0,574,9,4,0,0,13,0,0,0,12,0,0,17,8,3,0,0,13,0,0,0,13,0,0,13,23,6,0,0,25,0,0,0,29,0,0,27,487,61,13,4,570,20,0,20,591,11,3,602,77,14,3,3
