LGA_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
LGA33360,259,31,427,9,6,69,51,153,10,296,0,0,9,4,16,0,29,3,3,18,35,43,4,105,3,0,14,24,92,11,139,23,14,110,65,123,7,345,3,4,16,40,95,13,181,16,15,124,102,128,14,397,80,117,717,171,298,41,1434,45,56,444,300,484,52,1386,0,0,14,16,39,0,66,3,3,31,48,236,6,327,5,3,28,27,78,28,177,242,263,1938,1192,2813,299,6747,3,0,28,36,120,27,217,28,17,123,97,441,27,729,89,41,366,239,1796,78,2606,21,5,78,81,348,22,555,17,13,122,158,1697,88,2094,12,5,31,30,186,11,272,17,5,104,120,588,62,896,8,12,81,112,417,49,674,25,17,149,193,802,65,1247,0,0,18,9,26,0,61,3,3,27,52,57,7,151,3,0,23,37,182,14,267,63,29,270,152,609,57,1178,7,4,41,70,235,24,376,35,36,199,196,330,28,821,104
LGA33430,2619,381,6710,49,19,281,378,514,64,1294,52,38,339,252,309,45,1040,105,70,573,786,725,116,2380,126,50,517,607,1053,185,2538,474,254,2235,1164,1251,174,5557,140,69,918,990,1264,205,3584,307,208,1217,880,815,95,3517,1683,1355,5474,2146,2187,288,13136,1764,924,6972,5036,5167,755,20618,95,40,593,524,780,89,2115,85,45,489,1026,2021,157,3821,140,58,654,638,797,468,2754,5836,3425,24865,19605,24954,3796,82489,59,12,140,138,361,45,756,61,23,197,186,792,35,1288,208,84,1105,1271,5197,335,8202,61,15,147,177,590,26,1005,244,107,1668,2351,15643,758,20777,149,59,781,708,1671,144,3514,547,156,2693,2926,6321,751,13376,584,124,2966,2887,5469,661,12688,168,60,843,1094,2642,293,5097,117,65,751,560,929,108,2537,328,153,1349,1500,1151,195,4674,272,92,1138,1068,2193,309,5082,1286,513,5312,2333,2527,434,12403,280,117,1492,1502,2763,335,6489,643,420,2265,2115,2489,259,8197,2732
LGA33610,40,10,73,0,0,3,3,13,0,23,0,0,3,5,0,0,7,0,0,15,3,9,0,28,0,0,3,0,3,3,11,3,7,28,17,27,0,77,0,0,4,4,15,0,31,0,3,12,12,12,0,44,7,24,147,42,61,6,280,4,10,89,80,111,12,312,0,0,0,3,3,0,3,0,0,3,13,35,0,52,0,0,11,6,11,4,28,31,50,426,282,461,61,1305,22,4,160,137,276,38,635,0,0,0,3,10,3,19,0,0,8,8,54,6,82,0,0,0,8,28,0,37,0,0,13,17,170,5,210,3,0,16,16,40,0,77,9,0,22,18,102,14,158,0,0,7,22,69,10,114,0,0,5,11,44,8,67,0,0,3,5,8,0,14,0,0,12,10,9,0,41,0,0,6,3,12,3,23,5,6,45,21,33,0,110,0,0,4,4,29,4,43,5,3,23,32,33,6,102,12
LGA33620,155,27,280,0,0,13,16,35,9,73,5,0,6,4,17,0,30,0,0,10,25,35,4,72,3,3,3,16,64,8,97,7,15,97,49,97,7,272,0,4,17,33,68,6,122,5,13,69,68,87,12,254,56,100,368,168,271,34,997,45,51,335,386,497,44,1350,0,0,14,6,20,0,39,3,0,19,49,148,8,226,8,3,17,21,51,30,131,146,199,1146,1108,2103,251,4965,18,12,109,149,332,66,684,0,0,10,18,197,11,235,5,8,58,81,635,29,819,0,0,3,7,92,8,106,0,3,39,69,925,53,1095,3,0,22,30,136,9,200,12,11,76,115,566,40,817,9,0,37,84,264,42,442,0,0,22,45,262,26,353,3,0,7,8,40,4,71,0,0,12,31,46,8,106,4,3,7,23,113,18,168,26,19,154,85,165,12,460,3,3,20,40,177,19,264,18,30,132,158,248,18,606,89
LGA33800,37,10,64,0,0,3,4,9,0,13,0,0,0,3,3,0,8,3,0,0,3,8,3,23,0,0,3,3,3,0,14,0,3,23,8,15,3,50,0,0,0,3,28,0,31,0,4,22,18,28,4,70,20,17,116,33,56,12,251,3,7,79,68,141,15,315,0,0,0,0,3,0,3,0,0,3,6,35,0,47,0,0,0,4,5,10,18,29,31,281,200,478,71,1081,0,0,21,31,223,29,305,0,0,5,0,38,0,40,0,4,18,19,289,22,355,0,0,3,3,20,0,29,0,0,0,5,153,3,168,0,0,0,6,27,0,36,0,0,21,11,90,8,128,3,0,7,14,62,14,98,0,0,3,8,45,3,57,0,0,3,4,7,0,11,3,0,6,7,11,3,39,0,0,3,3,12,3,21,4,3,42,13,33,4,89,0,0,0,3,44,7,56,0,4,32,38,90,10,174,22
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,20,0,0,4,0,3,0,9,0,0,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,3,10,3,18,0,0,0,0,0,0,0,0,5,8,9,34,4,63,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,44,3,58,0
LGA33960,661,64,1103,11,5,77,110,286,29,516,5,9,57,42,70,3,186,30,9,198,226,366,23,855,6,4,65,117,226,22,446,108,50,455,234,359,27,1239,15,14,153,191,383,39,799,156,107,664,566,695,60,2257,381,363,1636,646,976,81,4084,365,299,1978,1759,2400,222,7028,9,6,59,57,101,12,239,15,21,118,247,599,31,1035,19,7,79,110,224,120,567,1247,974,6342,5383,9474,959,24372,12,7,52,68,176,29,345,34,3,91,72,318,19,538,92,37,420,595,2977,205,4321,38,13,109,138,417,31,741,34,16,261,385,3795,170,4660,30,12,161,215,902,54,1375,81,35,521,620,2141,186,3586,35,17,231,359,1082,109,1828,62,26,259,411,1619,163,2536,24,17,141,128,217,9,536,72,29,343,351,488,36,1309,17,6,124,168,422,37,781,281,116,1016,529,770,65,2777,37,26,229,290,837,78,1499,324,230,1241,1390,2306,154,5638,563
LGA33980,96,14,173,0,0,9,7,41,9,67,0,0,0,0,4,0,12,0,0,3,3,4,0,12,0,0,5,7,13,6,30,0,0,22,3,21,3,50,0,0,8,13,50,12,86,4,5,33,26,64,0,132,16,42,233,41,87,14,427,10,8,84,60,83,18,265,0,0,9,4,12,3,22,0,0,6,11,63,4,92,0,0,7,9,23,15,51,57,73,676,344,931,126,2213,6,6,68,57,216,31,382,70,38,402,197,1595,98,2400,6,0,34,27,133,16,214,0,0,3,14,49,0,67,0,0,14,20,184,10,227,0,0,3,8,68,3,83,3,0,32,27,113,13,186,4,0,36,46,164,20,277,0,3,14,17,148,22,208,0,0,3,3,7,0,16,0,0,3,3,8,0,10,0,0,8,10,40,6,65,3,0,43,11,54,3,115,0,0,12,26,132,15,178,13,4,52,45,136,7,267,15
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,14,4,3,10,0,7,0,23,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,8,6,32,7,61,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,35,4,45,4
LGA34530,163,24,254,3,6,10,15,33,3,71,0,0,3,10,4,6,20,0,0,12,24,38,0,82,3,3,8,7,48,9,73,18,4,98,21,48,3,194,3,3,20,22,63,11,122,11,21,111,68,99,11,316,110,100,477,130,179,26,1025,58,69,376,234,350,37,1125,0,3,12,6,20,0,45,0,3,20,37,146,3,215,0,3,16,20,28,27,95,224,228,1327,777,1607,192,4349,0,3,44,43,109,25,220,7,8,52,76,736,32,912,3,3,18,35,266,15,339,7,9,31,63,115,6,234,0,3,48,56,877,34,1017,0,3,10,25,150,11,200,0,7,77,65,329,30,513,5,3,44,67,276,44,444,4,10,25,30,221,24,322,3,0,8,8,31,3,61,0,0,26,53,48,3,126,4,3,16,22,93,10,143,27,9,181,47,110,11,379,4,3,31,33,125,14,221,36,37,201,169,283,19,738,175
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,3,6,0,3,5,17,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,3,3,0,3,9,8,13,17,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,7,26,3
LGA34580,127,24,205,0,5,14,20,55,0,100,0,0,4,3,6,3,17,0,0,7,16,40,3,76,0,3,7,11,41,14,79,16,9,92,41,71,8,231,0,3,23,28,62,11,124,16,9,68,88,105,11,288,90,78,306,148,213,21,859,44,38,249,266,367,45,1007,0,0,8,10,15,5,44,0,3,16,32,115,9,185,0,0,19,19,34,36,110,205,162,1050,905,1658,276,4259,39,5,224,107,393,110,871,0,0,11,10,97,5,132,3,7,37,66,408,28,547,0,3,10,18,82,4,121,6,3,38,66,673,52,832,3,3,27,32,159,5,234,9,0,65,89,371,53,581,6,3,28,59,201,34,320,0,9,24,49,360,30,474,0,0,16,5,35,4,65,3,0,25,34,52,3,115,0,3,14,15,81,12,129,31,17,161,66,120,13,411,6,3,27,42,117,27,219,31,22,115,193,288,22,666,142
LGA34590,948,106,1667,23,16,153,221,493,77,978,13,14,101,93,95,8,328,41,39,264,337,407,38,1119,32,3,101,179,366,51,743,155,98,705,403,579,70,2000,28,23,246,357,617,88,1358,169,126,754,592,664,69,2376,498,550,2397,999,1599,152,6197,448,382,2609,2461,3451,350,9708,14,14,76,119,171,26,425,28,20,231,420,975,58,1731,45,11,183,233,459,262,1198,1690,1390,9216,8334,14159,1717,36518,14,3,81,84,229,27,439,25,14,105,90,330,26,598,143,47,621,933,4542,326,6608,36,10,104,136,458,26,763,77,31,576,896,8058,406,10037,81,31,336,415,1561,109,2518,125,53,877,1132,3213,288,5688,66,26,402,536,1622,160,2808,124,41,504,726,2674,294,4362,37,19,225,203,330,35,854,97,54,496,531,615,58,1853,59,10,209,273,733,92,1384,378,170,1603,843,1152,146,4299,65,39,395,529,1331,168,2523,327,224,1296,1180,1677,160,4870,803
LGA34710,15,3,29,0,0,0,0,7,0,7,0,3,0,3,3,0,7,0,0,6,0,4,0,15,0,0,3,0,0,0,6,4,0,13,5,7,0,19,0,0,0,3,8,0,18,3,0,16,17,19,0,61,6,19,57,11,21,9,115,6,13,62,26,36,9,158,0,0,0,3,0,0,7,0,3,0,4,11,0,23,0,0,3,0,8,8,16,28,37,195,102,189,40,588,0,3,29,39,46,19,135,0,0,0,3,11,0,10,0,0,0,3,14,0,13,0,0,0,0,10,0,16,0,0,3,0,72,3,77,0,0,3,7,6,3,17,0,0,8,5,51,8,73,0,0,9,10,22,4,51,0,0,0,0,19,3,24,0,3,3,4,4,0,19,0,0,6,0,6,0,15,0,0,7,0,9,0,12,4,0,20,6,5,0,37,0,0,3,6,14,0,27,6,3,28,35,52,7,132,8
