LGA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
LGA34530,3,0,715,12,14,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,14,0,21,3,0,0,0,0,0,3,723,14,0,0,14,3,740,114,0,0,0,0,0,114,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,119,0,0,0,0,0,124,38,0,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,41,3,0,0,3,0,39,4979,34,0,0,34,3,5010,97,103,3,4,108,0,208,7,0,3,0,3,0,5,0,0,0,4,4,0,4,106,103,8,6,110,0,216,14,0,0,0,0,3,11,5089,135,8,6,147,8,5241
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,3,0,81,3,48,0,0,48,0,55,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,48,0,3,49,0,55,0,0,0,0,0,0,0,77,55,0,3,57,0,135
LGA34580,3,0,783,10,19,0,0,19,0,26,0,3,0,0,5,0,10,0,0,0,0,0,0,0,8,24,0,0,26,0,37,0,0,0,0,0,0,0,793,27,0,0,29,0,822,111,0,0,0,0,0,118,5,0,0,0,0,0,4,0,0,3,0,5,0,5,0,0,0,0,0,0,0,5,0,3,0,4,0,10,0,0,0,0,0,0,0,117,5,3,0,8,0,126,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,41,5529,26,3,0,28,31,5584,109,193,21,0,212,0,320,3,38,48,0,89,0,94,0,0,0,0,0,0,3,109,237,66,0,303,0,415,10,0,0,0,0,6,20,5649,262,71,0,329,38,6024
LGA34590,150,6,5078,213,963,103,10,1076,0,1284,7,137,211,0,355,0,361,0,5,3,12,22,0,22,220,1112,317,21,1450,0,1666,9,0,0,0,0,3,11,5141,1260,322,21,1605,10,6761,1246,31,0,0,29,3,1273,71,426,43,6,473,0,544,6,71,146,0,221,0,220,0,0,3,3,3,0,3,75,493,195,5,697,0,769,0,0,0,0,0,0,0,1318,521,195,11,727,3,2044,483,10,0,0,10,3,499,31,214,23,3,242,0,275,0,43,67,0,118,0,117,0,0,0,0,3,0,3,32,262,89,0,360,0,394,0,0,0,0,0,0,0,517,272,89,0,371,3,890,39594,1492,24,11,1530,82,41202,1914,8683,709,78,9460,8,11380,56,1351,1606,31,2991,3,3043,18,72,22,65,164,0,178,1987,10111,2335,169,12616,10,14610,70,13,3,3,17,94,181,41655,11609,2368,184,14166,178,55994
LGA34710,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,52,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,3,0,7,3,478,4,15,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,17,0,21,3,0,0,0,0,0,0,473,18,3,0,24,0,501
LGA34770,26,0,2178,41,130,3,4,140,0,186,4,8,4,0,11,0,12,0,0,0,0,0,0,0,42,145,10,3,153,0,196,9,0,0,0,0,0,9,2206,165,10,3,178,0,2382,256,0,0,0,0,3,258,11,41,0,0,40,0,46,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,39,0,0,45,0,55,0,0,0,0,0,0,0,266,42,0,0,40,3,313,79,0,0,0,0,0,77,0,18,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,21,0,17,0,0,0,0,0,0,0,77,18,0,4,21,0,98,15999,187,4,3,196,19,16215,409,1133,31,6,1164,0,1582,15,84,23,0,101,0,124,5,5,0,4,15,0,22,436,1221,48,6,1281,0,1721,27,3,0,0,3,39,67,16465,1413,53,15,1481,52,18002
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,102
LGA34830,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,50,6,0,0,6,0,58
LGA34860,0,0,177,3,13,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,0,14,0,0,0,0,0,0,0,182,14,0,0,14,0,190,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1898,22,0,0,22,6,1927,25,100,3,0,98,0,125,0,3,0,0,3,0,3,0,0,0,0,0,0,0,25,97,3,0,101,0,126,17,0,0,0,0,4,23,1936,119,3,0,122,10,2068
LGA34880,21,0,368,17,23,0,0,23,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,23,0,0,24,0,43,0,0,0,0,0,0,0,363,48,0,3,49,0,410,26,3,0,0,3,0,31,0,8,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,6,0,0,0,0,0,0,0,27,6,0,0,6,0,38,9,3,0,0,3,0,14,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,0,0,0,11,3,0,0,3,0,18,2466,103,0,3,108,4,2572,102,170,5,0,175,0,277,3,5,5,0,11,0,10,5,0,0,0,0,0,5,109,179,5,0,187,0,298,3,0,0,0,0,13,17,2582,280,5,3,293,10,2886
LGA35010,156,4,8560,266,619,31,0,651,0,912,3,40,18,0,62,0,63,3,9,0,0,9,0,12,272,666,49,0,720,0,987,11,0,0,0,0,9,18,8679,812,55,4,875,12,9563,2633,33,0,0,37,4,2674,85,289,12,0,302,0,387,3,20,14,0,28,0,35,0,3,0,0,3,0,3,87,306,24,3,337,0,424,5,0,0,0,0,0,6,2724,340,25,8,375,3,3104,912,6,0,0,9,0,922,42,145,8,0,150,0,193,0,3,10,0,9,0,10,0,0,0,0,0,0,6,45,146,14,3,162,0,207,0,0,0,0,0,0,0,956,152,15,3,169,0,1130,65831,1352,27,17,1397,95,67326,2139,5433,184,24,5644,9,7794,37,319,182,0,505,0,543,40,41,0,17,59,3,99,2223,5791,364,46,6207,13,8436,108,5,0,0,9,119,234,68166,7155,394,62,7609,227,75996
LGA35250,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,3,3,0,182,0,11,0,0,11,0,9,0,0,0,0,0,0,0,4,9,0,0,6,0,8,4,15,0,0,19,0,23,0,0,0,0,0,0,0,181,22,0,4,20,0,202
LGA35300,4,0,244,22,34,0,0,34,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,0,0,38,0,55,0,0,0,0,0,0,0,263,39,0,0,44,0,301,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,10,7,0,0,7,0,13,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,2590,57,0,0,54,4,2651,115,371,0,0,375,3,490,0,10,3,3,12,0,14,0,0,0,0,0,0,4,121,377,3,3,388,3,503,10,0,0,0,0,9,18,2717,431,7,3,440,17,3172
LGA35600,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,10,0,0,10,3,574,18,9,0,0,9,0,24,0,12,11,0,22,0,22,0,0,0,0,0,0,0,18,18,11,0,33,0,45,0,0,0,0,0,7,9,575,27,11,0,41,10,625
LGA35670,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,4,0,0,4,0,133,0,72,0,0,72,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,72,0,67,0,0,0,0,0,3,3,126,74,0,0,74,3,204
LGA35740,15,0,928,25,31,0,0,31,0,61,0,3,0,0,3,0,6,0,0,0,0,0,0,0,27,41,0,0,41,0,64,0,0,0,0,0,0,0,935,51,0,0,51,5,992,174,3,0,0,3,0,171,13,10,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,10,0,18,0,0,0,0,0,0,0,182,10,0,0,10,0,197,62,0,0,0,0,0,64,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,64,5,0,0,5,0,72,6248,128,0,0,128,6,6383,245,282,0,0,282,0,530,10,23,3,0,25,0,32,3,0,0,0,0,0,3,259,302,3,0,304,0,566,9,4,0,0,4,8,13,6514,431,3,0,437,10,6961
LGA35760,0,0,165,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,12,0,0,0,0,0,0,0,167,7,0,0,10,0,174,4,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1300,20,0,0,20,7,1331,28,40,3,0,42,0,68,0,0,8,0,8,0,8,0,3,0,0,3,0,3,28,43,8,0,51,0,83,5,0,0,0,0,0,5,1334,64,8,0,76,7,1417
LGA35780,0,0,3,0,36,3,0,34,0,34,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,36,5,3,42,0,42,0,0,0,0,0,0,0,3,36,5,3,42,0,44,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0,9,0,61,15,541,31,0,573,0,589,0,10,24,0,35,0,35,0,4,0,4,11,0,11,15,553,58,4,614,0,628,0,0,0,0,0,0,0,66,557,58,4,624,0,692
LGA35790,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,26,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,3,0,0,3,0,443,0,29,0,0,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,29,0,29,0,0,0,0,0,0,0,443,34,0,0,34,3,476
LGA35800,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,145
LGA36070,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,4,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,0,8,0,41,15,45,0,0,45,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,45,0,0,49,0,66,0,0,0,0,0,0,0,54,51,0,0,53,0,110
LGA36150,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100
LGA36250,61,9,3369,117,199,10,3,207,0,328,3,10,8,0,23,0,25,0,3,0,0,6,0,8,120,212,20,8,234,0,355,3,0,0,0,0,4,7,3425,271,19,8,293,10,3727,1140,27,0,0,25,0,1170,29,95,3,0,97,0,127,0,9,9,0,13,0,13,0,0,0,0,0,0,0,29,104,8,0,119,0,145,0,0,0,0,0,0,0,1168,132,10,0,143,0,1314,464,11,0,0,12,0,475,17,50,0,0,54,0,72,0,7,3,0,6,0,6,0,0,0,0,0,0,0,17,61,3,0,64,0,80,0,0,0,0,0,0,0,487,69,7,0,72,0,563,22661,514,5,3,525,25,23208,806,1487,45,10,1550,3,2360,14,85,46,0,130,0,147,14,3,0,6,10,0,19,834,1579,88,15,1680,3,2522,30,0,0,0,0,23,51,23525,2091,90,19,2209,53,25779
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,88,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,93,0,0,0,0,0,91
LGA36370,6,0,1312,18,83,7,0,89,0,112,0,16,16,0,35,0,35,0,0,0,0,0,0,0,18,97,21,0,127,0,144,3,0,0,0,0,0,3,1328,110,21,0,136,0,1462,237,0,0,0,0,0,246,8,22,0,0,22,0,27,0,3,8,0,7,0,9,0,0,0,0,0,0,0,5,21,8,0,26,0,34,0,0,0,0,0,0,0,250,27,8,0,31,0,283,70,0,0,0,0,0,70,3,6,0,0,6,0,8,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,9,3,0,12,0,17,0,0,0,0,0,0,0,69,9,3,0,12,0,80,10498,137,5,3,143,17,10652,218,806,39,0,846,0,1061,5,76,138,3,219,0,221,5,0,0,0,0,0,5,229,880,182,3,1068,0,1295,22,0,0,0,0,7,23,10743,1019,184,6,1208,26,11970
LGA36510,13,3,888,14,17,0,0,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,17,0,40,0,0,0,0,0,0,0,896,24,0,0,26,3,928,193,0,0,0,3,0,196,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,193,10,3,0,13,0,203,53,0,0,0,3,0,56,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,0,0,0,3,52,3,0,0,3,0,57,6029,63,4,4,67,15,6114,182,131,0,0,131,0,317,0,7,5,0,7,0,7,0,0,0,0,0,0,0,180,141,5,0,145,0,326,19,0,0,0,0,12,28,6229,206,3,4,212,30,6469
