LGA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA34420,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,7,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,9,13,0,0,13,4,0,0,0,4,6,0,11,18,0,0,20,0,0,0,0,5,7,0,7,12,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11,13,0,19,28,14,0,49,6,0,0,0,6,0,0,0,6,3,0,5,0,3,0,0,9,3,0,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,13,3,0,3
LGA34530,199,18,0,6,220,0,0,0,223,22,0,241,380,41,15,4,438,3,3,5,446,17,0,462,84,15,17,0,111,4,0,4,112,0,0,117,5,0,0,6,14,3,0,3,18,0,0,18,666,74,32,16,785,13,3,13,799,34,0,837,9,0,0,0,15,5,0,5,23,0,0,22,12,0,0,0,15,3,3,7,23,0,0,23,28,0,6,0,36,9,3,11,46,0,0,44,691,78,34,17,820,23,3,27,841,36,0,878,331,43,18,5,403,27,3,27,428,36,0,464,3,0,0,0,3,0,0,0,3,0,0,3,1020,122,52,27,1225,45,6,53,1275,74,3,1347,339,42,6,3,392,0,3,7,395,22,0,418,562,51,16,5,628,6,0,10,642,21,0,657,23,5,3,0,34,4,0,4,36,0,0,41,10,0,0,12,16,0,0,0,16,0,0,16,934,97,22,20,1069,17,0,16
LGA34570,3,0,0,0,6,0,0,0,10,0,0,10,6,0,0,3,6,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,16,0,0,0,14,0,0,17,0,0,0,0,0,3,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,5,10,3,0,5,12,0,0,0,21,0,0,22,8,4,0,0,12,0,0,0,12,9,0,24,0,0,0,0,0,0,0,0,0,0,0,3,20,5,0,7,30,0,0,0,32,9,0,46,3,0,0,0,7,0,0,0,7,0,0,7,6,0,0,5,11,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,14,0,0,0
LGA34580,199,11,3,3,223,4,0,4,226,24,0,254,396,54,3,0,460,9,0,12,473,25,0,497,90,3,12,0,107,0,0,0,107,0,0,107,6,0,0,3,11,0,0,0,11,0,0,11,692,78,23,12,801,11,0,13,816,45,0,863,8,7,0,0,16,8,0,3,20,3,0,27,33,3,0,3,35,0,0,0,40,0,0,40,46,11,0,3,54,5,0,8,62,3,0,60,739,83,23,11,857,18,3,24,881,47,0,929,412,72,19,16,520,28,12,40,556,97,0,655,3,0,0,0,5,0,0,0,5,0,3,8,1154,155,37,29,1379,47,13,62,1444,147,3,1598,315,19,4,3,350,15,0,15,361,26,0,387,517,64,7,7,604,8,4,14,615,29,0,640,19,0,10,0,30,0,0,0,30,0,0,30,0,0,0,11,8,0,0,0,8,0,0,10,857,89,24,19,987,23,4,27
LGA34590,2321,233,41,21,2609,75,16,92,2701,178,4,2886,3481,500,54,40,4077,91,11,97,4179,136,0,4317,956,108,93,7,1170,17,0,15,1187,32,0,1218,76,16,0,70,165,0,0,0,165,11,6,179,6838,863,192,137,8024,184,30,207,8231,361,12,8601,206,32,5,3,246,56,0,56,301,26,0,331,233,61,7,5,304,27,8,43,345,20,0,367,439,92,12,11,554,92,8,101,649,44,0,699,7272,949,197,147,8573,273,36,309,8885,405,14,9303,4488,823,104,183,5602,368,57,420,6029,849,19,6900,12,0,0,18,31,4,0,7,35,7,64,105,11774,1780,305,358,14208,647,92,736,14951,1265,97,16304,3309,360,45,16,3735,84,21,113,3842,233,11,4083,4140,549,49,47,4789,94,26,123,4915,165,4,5082,255,28,38,5,328,6,3,9,337,12,0,351,74,10,0,84,166,4,0,4,173,10,4,186,7774,948,140,155,9017,195,54,246
LGA34710,28,6,0,0,34,0,0,0,34,12,0,44,29,0,0,0,32,0,0,0,34,0,0,38,21,0,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,82,6,3,0,92,0,0,0,91,12,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,84,6,3,0,90,0,3,3,98,10,0,109,37,3,0,0,43,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,117,11,3,0,132,0,3,3,133,10,0,145,63,3,0,0,65,0,0,0,65,5,0,66,39,0,3,0,41,0,0,0,41,0,0,41,6,0,0,3,8,0,0,0,8,0,0,8,3,0,0,0,6,0,0,0,6,0,0,6,105,7,3,5,116,0,0,0
LGA34770,592,45,12,4,654,22,3,24,682,40,0,722,1478,117,17,24,1631,11,3,17,1647,35,0,1688,333,10,54,6,405,17,0,17,414,4,0,423,20,6,0,12,33,0,0,0,33,0,3,40,2426,173,91,42,2725,49,7,53,2783,84,3,2869,52,0,0,0,51,14,0,14,65,10,0,74,125,11,0,7,138,16,0,16,148,4,3,160,170,13,0,3,190,28,0,28,215,15,3,237,2597,188,89,45,2915,81,7,85,3002,105,3,3106,1478,151,68,38,1744,113,8,120,1861,112,4,1979,19,4,0,0,23,3,0,3,25,0,18,42,4092,345,163,87,4678,189,14,203,4889,213,28,5123,952,69,7,9,1041,49,3,51,1091,56,0,1152,1905,149,44,26,2129,43,0,42,2170,50,3,2220,79,4,18,0,105,3,0,3,109,3,0,109,15,0,0,29,49,0,0,0,52,3,0,56,2956,225,69,75,3318,95,8,102
LGA34800,10,0,0,0,15,0,0,0,15,0,0,15,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,29,0,0,0,29,0,0,29,6,0,0,0,5,0,0,0,13,0,0,13,4,0,0,0,4,0,0,0,4,0,0,4,31,0,0,0,39,0,0,0,39,0,0,39,19,0,0,0,20,0,0,0,20,0,0,20,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,3,13,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,3,10,8,0,21,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
LGA34860,143,20,0,0,159,3,0,3,161,3,0,170,209,27,7,3,240,4,0,4,240,8,0,250,38,4,3,0,46,0,0,0,46,0,0,47,4,0,0,0,3,0,0,0,3,0,0,3,383,48,9,3,449,8,0,8,452,17,0,471,0,0,0,0,0,4,0,4,4,0,0,0,4,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,5,4,0,4,11,0,0,8,389,50,9,3,453,12,0,12,460,16,0,480,163,11,4,6,191,3,0,3,190,11,0,202,0,0,0,0,0,0,0,0,0,0,0,0,552,59,13,13,644,16,0,16,652,21,3,679,207,19,0,0,226,3,0,3,227,5,0,238,232,26,4,3,263,4,0,4,269,3,0,270,14,0,3,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,451,44,6,3,504,10,0,10
LGA34880,83,20,0,0,99,0,0,0,104,9,0,107,173,30,3,0,205,5,0,9,207,7,0,217,28,10,3,0,43,0,0,0,43,3,0,43,0,0,0,3,3,0,0,0,3,0,0,3,282,53,8,3,347,4,0,8,358,16,0,377,4,0,0,0,6,0,0,0,7,0,0,7,4,3,0,0,8,5,0,5,11,0,0,12,8,4,0,0,12,9,0,9,21,0,0,24,291,54,8,3,359,13,0,13,378,19,0,395,152,42,12,5,214,19,3,22,229,63,0,292,3,0,0,0,3,0,0,0,3,0,4,4,445,99,16,12,574,36,3,34,608,81,8,694,195,21,3,3,219,0,0,0,223,13,0,237,255,46,7,0,304,4,0,4,313,10,0,324,4,3,6,0,9,0,0,0,9,0,0,9,0,0,0,3,4,0,0,0,3,0,0,6,450,70,16,7,542,3,0,4
LGA35010,2933,316,36,22,3311,83,32,108,3420,189,4,3612,5738,541,93,42,6415,97,27,120,6533,169,7,6709,1417,144,165,14,1740,19,0,19,1764,51,0,1813,76,11,4,61,147,4,0,8,153,8,4,170,10163,1008,303,138,11610,197,63,261,11872,414,14,12301,188,27,6,3,221,44,3,48,271,18,0,289,356,67,9,6,437,42,0,39,481,28,0,506,541,92,20,11,660,86,4,90,750,47,0,801,10706,1101,317,145,12275,282,65,350,12621,460,14,13103,5472,728,194,167,6560,289,52,341,6902,595,14,7511,35,0,0,22,58,0,0,0,58,0,37,95,16213,1833,512,334,18893,571,121,695,19587,1058,67,20705,4520,478,84,28,5107,120,43,167,5279,300,3,5583,7198,741,93,64,8094,120,29,145,8242,265,6,8511,322,50,54,5,433,7,3,8,446,21,0,468,68,11,0,79,155,5,0,11,163,12,13,191,12107,1281,227,184,13797,256,74,329
LGA35250,9,0,0,0,9,4,0,4,12,0,0,16,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,3,0,3,18,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,0,0,12,3,0,3,18,3,0,22,6,3,0,0,15,9,0,9,20,9,0,29,0,0,0,0,0,0,0,0,0,0,3,3,18,6,0,0,21,15,0,15,39,8,3,50,9,0,0,0,12,0,0,0,14,0,0,14,6,3,0,0,10,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,19,0,0,0
LGA35300,230,8,5,3,250,0,0,0,249,9,0,261,270,14,0,5,292,6,0,6,298,11,0,307,81,3,11,0,93,0,0,0,93,0,0,93,4,0,0,5,10,0,0,0,10,0,0,8,585,29,20,14,642,9,0,9,648,12,0,665,8,3,0,0,8,3,0,3,10,0,0,14,17,0,0,0,17,0,0,0,16,0,0,16,24,3,0,0,27,3,0,3,26,0,0,28,606,29,20,14,671,10,0,10,681,18,0,694,364,13,14,9,403,20,3,21,421,27,3,451,0,0,0,0,0,0,0,0,0,0,6,5,973,42,33,22,1071,28,3,32,1107,44,9,1154,253,9,5,7,271,0,3,4,275,12,0,284,277,11,0,9,305,0,0,0,305,11,0,315,20,0,3,0,23,0,0,0,23,0,0,23,6,0,0,0,6,0,0,0,6,0,0,6,557,20,10,13,601,4,3,6
LGA35600,52,5,0,0,51,0,0,0,51,3,0,58,55,6,0,0,64,0,0,0,69,0,0,70,14,0,6,0,21,0,0,0,21,0,0,21,0,0,0,5,3,0,0,0,3,0,0,5,123,11,9,6,149,0,0,0,145,3,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,11,9,6,147,0,0,0,149,10,0,156,37,3,0,0,43,3,0,3,45,8,3,54,0,0,0,0,0,0,0,0,0,0,0,3,161,16,9,7,186,0,0,0,193,16,4,213,69,3,0,0,73,0,0,0,70,3,0,76,50,7,0,5,64,0,0,0,61,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,113,14,3,9,134,3,0,3
LGA35670,6,0,0,0,6,0,0,0,7,3,0,6,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,10,3,0,9,0,0,0,0,0,4,0,4,5,0,0,4,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,7,0,7,4,0,0,7,8,0,0,0,5,8,0,8,12,6,0,21,14,8,0,0,19,11,5,16,32,21,0,55,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,27,20,5,25,49,25,0,74,3,0,0,0,5,0,0,0,5,4,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,5,0,5
LGA35740,187,27,3,0,218,3,0,6,224,19,0,244,467,114,7,7,598,14,4,16,611,23,0,635,73,16,7,0,100,5,0,5,101,5,0,110,11,0,0,6,13,0,0,0,13,0,0,13,737,166,17,12,931,17,6,27,954,49,0,1004,0,0,0,0,0,3,0,3,5,0,0,5,36,6,0,0,38,0,0,0,38,3,0,39,36,6,0,0,43,3,0,3,42,3,0,46,769,171,17,12,968,24,6,26,997,52,0,1047,385,63,14,20,480,35,0,32,509,48,0,564,0,0,0,0,4,0,0,0,4,0,0,10,1158,228,35,26,1455,52,6,62,1514,96,7,1618,357,74,7,4,440,3,0,3,445,26,0,473,726,159,13,3,900,16,7,19,920,33,3,951,18,4,3,0,26,0,0,0,26,0,0,26,3,0,0,6,9,0,0,0,14,0,0,14,1098,235,26,20,1380,17,7,26
LGA35760,49,3,0,0,53,3,0,3,54,4,0,61,112,9,0,0,122,0,0,0,121,3,0,123,19,0,0,0,20,0,0,0,25,0,0,21,6,0,0,0,6,0,0,0,6,0,0,6,188,11,0,0,203,3,0,7,207,8,0,213,6,0,0,0,12,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,7,3,0,3,15,0,0,14,197,16,0,0,211,4,0,9,216,14,0,229,75,11,0,7,87,17,4,15,108,12,3,122,0,0,0,0,3,0,0,0,3,0,0,3,266,25,3,7,303,17,5,21,328,28,3,353,130,12,0,0,136,5,0,5,145,3,0,146,149,12,0,3,164,0,0,3,163,3,0,167,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,6,0,0,0,6,0,0,6,286,20,0,6,308,5,3,9
LGA35780,34,5,0,6,45,9,0,10,56,6,0,68,12,4,0,0,15,0,0,0,15,11,0,25,5,0,4,0,8,0,0,0,8,0,0,8,0,0,3,0,7,0,0,0,7,0,0,7,62,8,7,5,79,9,0,10,89,20,0,112,3,3,0,0,5,11,0,11,15,3,0,17,4,0,0,0,4,0,3,3,4,0,0,4,7,3,0,0,5,11,3,14,24,3,0,25,66,13,7,5,89,22,3,24,114,17,0,134,27,5,0,5,41,14,4,15,50,58,0,110,0,0,0,0,0,0,0,0,0,0,0,0,99,13,11,12,133,33,7,38,171,77,0,242,52,7,0,3,57,13,0,13,73,11,4,87,17,10,0,0,28,0,0,0,28,8,0,40,0,0,8,0,6,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,76,11,8,3,98,13,0,13
LGA35790,10,0,0,0,10,0,0,0,10,4,0,9,3,8,0,0,15,6,0,6,23,13,0,30,7,0,0,0,7,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,28,6,0,6,33,18,0,53,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,3,3,3,4,0,3,0,0,0,0,0,4,3,5,5,3,0,11,18,12,0,0,28,8,3,15,39,21,0,59,23,12,0,0,38,9,19,29,66,65,0,126,0,0,0,0,0,0,0,0,0,0,3,3,35,22,0,3,64,22,22,45,103,84,3,190,10,0,0,0,11,0,0,0,11,4,0,19,0,9,0,0,9,3,0,7,20,13,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,23,3,0,7
LGA35800,13,0,0,0,13,0,0,0,13,3,0,16,16,0,0,0,16,0,0,0,16,0,0,16,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,35,3,0,38,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,35,0,0,0,35,3,0,3,38,3,0,41,5,0,0,0,6,0,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,43,3,0,3,47,5,0,49,17,3,0,0,21,0,0,0,21,0,0,25,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,36,0,0,0
LGA36070,3,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,7,4,0,0,9,0,0,3,12,3,0,14,3,9,0,0,12,0,3,4,13,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,22,0,0,6,29,15,0,42,3,0,0,0,3,0,0,0,3,0,0,6,0,4,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,6,0,0,0
LGA36150,12,0,0,0,12,0,0,0,12,0,0,12,5,0,0,0,5,3,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,3,0,3,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,3,0,3,18,0,0,18,5,0,0,3,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,29,3,0,3,26,0,0,26,24,0,0,0,29,0,0,0,29,0,0,29,11,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,39,0,0,0
LGA36250,994,121,31,7,1150,20,5,24,1179,52,3,1232,2006,176,20,15,2219,29,4,33,2253,46,3,2303,498,35,39,3,579,0,0,0,584,9,0,595,21,0,0,27,48,0,0,0,48,0,0,50,3518,333,99,49,4004,53,10,61,4062,105,11,4177,45,12,3,0,60,7,0,7,63,0,0,62,74,11,0,4,87,6,0,4,95,3,0,98,121,20,3,3,149,11,0,12,155,3,0,158,3638,357,102,56,4148,61,11,67,4218,110,11,4339,1408,154,49,34,1645,48,12,60,1709,123,7,1836,4,0,0,3,7,0,0,0,7,0,18,24,5050,508,146,94,5805,111,19,129,5934,235,33,6202,1661,171,21,7,1858,28,4,35,1888,90,4,1979,2698,251,35,19,2996,45,3,50,3042,59,3,3105,97,12,15,3,124,3,0,3,127,12,0,137,22,3,0,28,48,0,0,0,48,4,3,58,4469,430,69,53,5022,77,6,89
LGA36300,7,0,0,0,7,0,0,0,7,0,0,7,13,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,20,0,0,0,20,0,0,26,11,0,0,0,19,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,3,36,0,0,0,36,4,0,39,13,0,0,0,12,0,0,0,12,0,0,12,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,21,0,0,0
